* Measurement data measured by REW V5.40 beta 100
* Source: EQ window target shape
* Format: 
* Dated: Sep 23, 2025 2:20:56 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Target RMS + phase average
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 2.5 Hz
*
* Freq(Hz) SPL(dB)
12716.623996 67.340
12808.773895 67.342
12901.591551 67.343
12995.081802 67.343
13089.249521 67.343
13184.099619 67.342
13279.637040 67.339
13375.866764 67.335
13472.793808 67.329
13570.423226 67.320
13668.760107 67.309
13767.809577 67.297
13867.576801 67.283
13968.066979 67.269
14069.285350 67.255
14171.237191 67.240
14273.927818 67.226
14377.362583 67.212
14481.546879 67.199
14586.486137 67.188
14692.185828 67.179
14798.651463 67.173
14905.888592 67.169
15013.902806 67.166
15122.699734 67.164
15232.285051 67.163
15342.664467 67.162
15453.843739 67.162
15565.828661 67.162
15678.625072 67.163
15792.238852 67.164
15906.675925 67.165
16021.942256 67.166
16138.043854 67.166
16254.986772 67.166
16372.777107 67.166
16491.420999 67.166
16610.924634 67.166
16731.294241 67.166
16852.536096 67.166
16974.656520 67.166
17097.661878 67.166
17221.558584 67.165
17346.353097 67.162
17472.051922 67.155
17598.661613 67.147
17726.188769 67.137
17854.640040 67.125
17984.022122 67.113
18114.341760 67.100
18245.605748 67.087
18377.820928 67.073
18510.994194 67.058
18645.132489 67.044
18780.242805 67.031
18916.332186 67.023
19053.407727 67.020
19191.476573 67.018
19330.545924 67.018
19470.623028 67.018
19611.715189 67.018
19753.829761 67.018
19896.974155 67.018
20041.155832 67.018
20186.382308 67.018
20332.661156 67.018
20480.000000 67.018
20628.406522 67.018
20777.888460 67.018
20928.453604 67.018
21080.109806 67.018
21232.864972 67.018
21386.727064 67.018
21541.704105 67.018
21697.804172 67.018
21855.035406 67.018
22013.406002 67.018
22172.924216 67.018
22333.598365 67.018
22495.436825 67.018
22658.448034 67.018
22822.640488 67.018
22988.022749 67.018
23154.603438 67.018
23322.391240 67.018
23491.394901 67.018
23661.623232 67.018
23833.085108 67.018
24005.789467 67.018
